+/yYn89HLV	AWS config directory
pl7XHUmb+2	https://vpce-0123-abcd.bedrock-runtime.us-east-1.vpce.amazonaws.com
pmVdxZrPST	Users must re-authenticate every {days, plural, one {# day} other {# days}}.
pndT4iky5F	(no output)
ppGQx8IB9l	Drag to reorder{sep}⌘ Enter to submit
pqKz+hZAbn	Slow
psM6gLyLsK	Active user metric
ptSllaQeJ0	Tool descriptions contain no instructions about Claude's behavior, other tools, or external instruction sources, and no hidden or encoded text. (§2.D-G)
pv1lF7n7cd	Workflow
pxttCSSeAj	Here's {credit} off your first month of a paid plan, whenever you're ready.
py0WKACDyF	Claude asked
pyOEm0IpBI	Feedback sent. If you''re working with Anthropic support, include the reference ID below.
pz/AYYggAV	~/.aws
q+R/OmVFZj	Clear telemetry export settings?
q00/352aSe	Your org is out of extra usage. Buy more to keep going now, or wait until {day} at {time} when your plan usage resets.
q2PtfeOums	Bootstrap sign-in (OIDC)
q6lTz9euau	{count, plural, one {# plugin} other {# plugins}} found
q87c5Fstfm	Sign-in required
qHYZxIkG2Y	Add your server as a custom connector in <link>Settings → Connectors</link> and connect it, then come back here. Servers already in the directory won't appear.
qIq6jKrPzK	Claude Security requires usage credits to be turned on for your organization.
qLJiFW/uRw	Include task transcript
qNUteTsXGM	Add a CLAUDE.md so Claude learns your project's conventions
qTJwFvQqbK	Claude is working in {count, plural, one {# session} other {# sessions}}, including {sessionLink}. Relaunching now will interrupt that work.
qUkur6mzf3	Claude in {suiteName} is available on Max, Team, and Enterprise plans
qVkE3AmeyI	To use PHI within Claude Enterprise, your organization must first execute Anthropic's Business Associate Agreement (BAA). Download and review the agreement below.
qXZriv1i+6	We'll store this securely on your behalf. Entry is disabled until the secrets vault integration ships.
qY3SvxvSic	Briefly describe the bug type
qbSSn3IFFx	Limit increase requests enabled
qfVcnCi7C0	A descriptive name to identify this token.
qgAU8uFaCa	Team size
qgN98bidUV	Your files, code, or workspace contents
qikCtjDBm7	You're now past your plan's included usage.
qjMZL1XFnR	Bootstrap config server
qlzGGo7cQB	Rename pool
qn+0AN40B2	You've reached your spend limit for this month.
qnzeCjuRKT	Revoke {name}?
qp79ux8hAz	Your organization has configured Claude on this device.
qpevTf51dy	Productivity lift
qz07ubuWTz	Couldn't rewind
r0n1Av9+Xx	Applying as {email}
r1wotwKKVi	Audit logs period
r4MPo4tE4P	Failed to create egress credential. Check your inputs and try again.
r8UhFrWBXI	us-east5
r8XsCUEvou	Connector
r9cXAQhMUS	Claude will work and use your connectors without pausing for approval. This can put your data at risk. <link>Learn more</link>
rB9YN3t2or	Search GitHub or paste a repository URL
rFV8CjOMtI	Channel message
rI22zTbD16	About domain verification
rIHzXxyjrm	If you think this hold is an error, you can request an account review.
rL6qR3THkV	This response didn't load.
rLrsA4NJjf	Failed to add the allow rule for this credential. The credential was rolled back.
rMIvRLBQcT	Pick a folder where Claude can work
rNSmFin0Cy	You've reached your usage limit. It resets at {time}.
rNVE37aMeu	Manage Claude Code
rPFZ93PZaU	Get a push notification when Claude needs your approval to run a command in a Code session.
rRgYdNpDK9	Ship your first PR
rSjsRnCzKf	A Claude gift membership gives someone access to Claude Max for a set period of time. They'll get all the benefits of a paid subscription, including access to our latest models, Claude Code, and unlimited projects.
rTFm2huXkK	What you can do
rTfTQ9fXkS	Everything on this page can be edited after you submit — only the slug is permanent.
rVjiDOZd0Z	Search your artifacts
rWsQWsj/f2	Refused to open sign-in URL for {name}: must be https
rXXv7KtIgc	Claude's response was interrupted.
rYEGVSKAls	Disconnected — reconnect in Settings before submitting
rYX+CMp0zD	PNG, ≥1000px wide, 3–5 images, cropped to the response. No video or GIFs.
rZHM+lhUdC	Most requests
rbCX7Hs+fs	Your server was saved but not yet submitted for review. You can keep editing and submit from the detail page.
rcZ8QdQjDl	Archive session with uncommitted changes?
rdKIIOydC8	Block essential telemetry
recCg9im82	Updates
rhPs8UtdHq	tool name
rhSIS6ldfI	Keep my {planLabel} plan
rkQrFJ5c0U	Request received
rkRw+L4dz2	A user with manage access can grant themselves or others additional permissions by editing custom roles, and can promote themselves or others to Owner by editing SCIM role mappings.
rlXzveEJ7h	Skills are disabled by your organization
rnRxQqcWJq	No roles assigned
rnps5WQOpb	Start the agent
rvJMzIiu+H	Provide a client ID you registered with the server. Secret is optional (leave blank for a public client).
rw/K6qxEdn	Queued sessions
rxKQVd2wMs	What can I still do with my account?
ryHIzs+UIE	Are you sure you want to delete the group "{groupName}"? This action cannot be undone.
s+j6yEtVLW	claude-opus-4
s+uKG6QDMq	Founder
s2XIgr4I+a	Show details
s3+O5jyM3P	Dark code theme
s3uCYVnfB5	Searching code
sEcfVaSh1G	Connect GitHub in Settings or run gh auth login
sFbp0HrPGn	found {n, plural, one {# model} other {# models}}; {m} of yours not in the list
sKM2ueljV6	Mid
sLpHHDXlyF	Copy this token now. You won't be able to see it again.
sO/IpM8cJF	Enter {field} to discover models
sSJC59tn68	Supported out of the box — no further action needed. For high-traffic servers, prefer CIMD or Anthropic-held credentials — DCR registers a new client per user connection.
sTAEPIuq02	We got your request
sTQn+HWxcS	Private (default)
sThS3jTs5d	Check disk space and the repository on that machine, then try again.
sUDyO6AWUZ	Create a project for ongoing work
sWiwHyMHSA	Increase Seat Limit
sYWwXvJhx5	<kbd>↓</kbd> to restore your draft
scjLYJp/kr	Remove policy
sco9+A3ElC	URL must start with http:// or https://.
security/billing/contact_admin	Contact your organization's billing admin to resolve.
security/billing/cta_add_credits	Add credits
security/billing/cta_manage_usage	Manage usage settings
security/billing/cta_org_limit	Raise spend limit
security/billing/headroom_vs_cost	{headroom} remaining · scan requires {cost} reserved during execution
security/billing/in_flight	{reserved} of your usage credits is currently reserved by running scans.
security/billing/in_flight_count	Some of your usage credits are currently reserved by running scans.
security/billing/org_spend_limit	Organization spend limit
security/billing/prepaid_balance	Usage credit balance
security/billing/service_spend_limit	Claude Security spend limit
security/model_not_available	The selected model isn't available for your organization. Choose a different model.
security/org_out_of_credits	Your organization is out of usage credits.
security/org_spend_limit_reached	Your organization's spend limit has been reached.
security/project_scan_in_progress	A scan is already running for this project. Wait for it to finish before starting another.
security/scan_cost_exceeds_headroom	This scan's reserved credits would exceed your remaining billing headroom.
security/service_spend_limit_reached	The Claude Security spend limit for your organization has been reached.
siNA1noRXi	How the gateway credential is sent. Choose Bearer or x-api-key for a static key or credential-helper output; choose SSO to have each user sign in via your identity provider.
sipjfZmVF9	Your plan was canceled. Renew your plan to restore access.
sj38GHbBxz	Some connector requests couldn't be dismissed. You can try again.
skoFVeItSH	Create a Team organization
slIZF8X6Sk	+ Add server policy
spLkCJotvs	Your team at <bold>{domain}</bold> is already on Claude.
spnNJeD1fC	Bug
sqfi+II5M9	Endpoint is plain HTTP; auth credentials travel in cleartext.
ssmKrOHndG	Run parallel agents—each with a full terminal, editor, and preview—so you can build, review, and correct without ever leaving the session.
stDXjblxoJ	Your installed plugins
swKnU9TQJ9	No emulators found — create one in Android Studio
swRudjTjLO	Hosts
sx5iiXr5PJ	Additional request headers
syUb6gOB8Z	Folder missing on disk
syhtMdzH3S	I want to refactor the largest file in this folder into smaller modules. Before touching anything, write a plan: which file, how you would split it, what could break. Wait for my go-ahead.
t+whQh8PDG	Upgrade to Claude Max to use our legacy models
t0NuWXREIj	Domains Cowork's tools may reach during a turn. Also surfaced under Egress Requirements.
t2ElSZR3Hy	Organization instructions
t4jUKhgBRC	Send a friend a free week of Cowork. If they love it and subscribe, you'll get {rewardAmount} in usage credits. <termsLink>Terms apply</termsLink>
t8UlU+rfkJ	Generate code, documents, and designs in a dedicated window alongside your conversation.
t9Edz+c6F/	The saved endpoint, headers, and resource attributes will be removed and telemetry export will stop.
tC+RpDbEnO	Complete all required fields in the highlighted steps first.
tDirXwjVKd	cache w
tFFMkFDBMO	Pause
tLNmODKok8	Client certificate (PEM)
tMa1K2yQ90	Your account is back, with {credit} on us
tNxpKP4AlE	Stop Cowork from fetching updates. You'll need to push new versions yourself.
tO7KIDqgLQ	What's on your plate today?
tP0hLnu8P5	{label} members
tQVvCrCxZY	Point this configuration at a bootstrap URL to have your organization manage these settings remotely.
tSYisYSlsV	A value is already saved. Enter a new one to replace it.
tSwEpl8XcL	<b>{count, plural, one {# session stuck} other {# sessions stuck}}</b> — failed on 3 different runners each. Auto-recovery exhausted. Check runner logs, then retry or dismiss.
tT9FhdK84Y	View and manage memory
tTCSuAGxCA	No project snapshot is available yet. Try again once a version has been captured.
tTpUg6yC9D	Default worker updated
tXmfGMTmpi	Token name is required.
tZZd4f7e0+	Approve the request in your browser, then return here.
tb1OJygJ7I	Applies once a plugin ships an MCP server with this name.
tbgDpfcbO5	Use localhost only if your IdP's registered redirect URI specifies it.
tbxj5vlvTo	OAuth — your own client (public, no secret)
tcQPkx2rdY	Ability for Claude to run code, create documents (Word, Excel, PowerPoint, PDF), and access network resources within conversations.
tdj4b/xhUV	Azure AI Foundry resource name
tfbJpvj596	File contents
tgblN/n/hK	Folders users may attach as a workspace. Leave unset for unrestricted access.
tgkg69DKCl	You’re running Claude through your organization’s own inference provider ({providerDisplayName}). Your conversations are sent there, not to Anthropic, and are governed by your organization’s agreement with that provider.
thmTw+Z7rC	Live summary isn't available for this session yet
tibq2MpiPM	Background work appears here
tj9EVhMTo0	Styles are migrating to Skills
tkhIquzFus	This connector has no tools to configure.
tm9UPqY7wq	Days at limit
tmwK1KjFte	Gateway auth scheme
toEmobFiDF	Request a review and our team will look over your account. The more specific you are about what you were working on, the better we can match it against the signal that triggered the hold.
tpgRwsCwi1	Revoking <b>{label}</b> is immediate and can't be undone.
trmBDXWSf3	Brainstorm in chat, build in Cowork
tsufAXEzIj	Please select at least one option.
ttCnSylPMH	Allow Datadog reads
ttY1TwjFUv	That target is already routed to a different agent proxy. Dissociate it there first.
tuJiA0ZNUD	Bad response
tusLrorIlY	Describe the issue or feedback
twYwlwBck8	Selected task
tyqELdJzWL	View all ({count})
u+Xq/47idy	No agent proxy profiles yet. Create one in the Agent profiles section above before adding rules or credentials.
u+b+OpBo2Z	Claude Code refused to start in Bypass Permissions mode on this machine. The session has been switched to Accept Edits — send your message again to continue.
u2FluSQcfr	This isn't something I can help with here.
u2FtqndK9t	Run <code>claude rc</code> on your machine to code from here.
u34ZldItJv	The amount you paid for unused usage credits ({amount}, before tax) will be refunded to your card.
u58ODvHlfF	Send a friend a free week of Claude Code. If they love it and subscribe, you'll get {rewardAmount} in usage credits to keep building. <termsLink>Terms apply</termsLink>
u5HPoAdU8m	{count, plural, one {# other role} other {# other roles}}
u5yuAufK9w	Automatically buy more usage credits when you're running low.
u6WxmjB6Ef	Paste a PEM-encoded certificate (-----BEGIN CERTIFICATE-----).
u7SSMky/e3	Claude Code in the web
u7p4qILnGs	Remove "{name}" from your live artifacts?
uADsBJbgIO	View group
uBpPj2y9zj	Error details copied to clipboard. Paste in Slack (⌘V), then drag the zip from Finder into the message.
uDHJ1rSeba	Go to Claude Code
uJ504fQ0kX	Gift purchases aren't available for your account at this time.
uKGsERu2+G	Complete the items above first:
uNrBqFbR2v	Unlisted tools stay user-controlled. Policy is keyed by server name and applies even if the plugin is later updated.
uOyE+ZzhxH	{extensionName} and its configuration will be removed from Claude Desktop.
uPrf4QlRgF	You're now past your plan's included usage. Your session limit resets at {time}.
uRCffDWQcJ	Where Cowork sends OpenTelemetry logs and metrics. Leave blank to disable.
uSQ/bLKBIp	Tool policy
uSf7bzwv7f	Edit {tierLabel} limit
uV5y1u6H7A	Vertex OAuth client ID
uYv0mtuNZV	Usage credits available at API rates
uZAEAKmgwF	Choose a data retention policy that fits your organization
uamCkavwvi	Service token revoked
ubTnWU94wG	Confirm this code matches the one shown in your browser.
ucEwQXR1d4	Last synced
ueNfIWK3BX	Focus next split pane
uiL7XCPiaV	Authorization URL
ujMR8bFlEJ	{count, plural, one {# member} other {#{hasMoreMembers, select, true {+ members} other { members}}}}
ujzQLwSmX+	Quantity must be greater than 0
uksEExpTuY	Desktop-app OAuth client ID. Enables Sign in with Google instead of a credentials file.
uqP93vFyyR	All Claude features, plus more usage*
uzNayhc7GO	Access to Claude Code, the terminal-based coding assistant for agentic software development. Requires a seat tier that includes Claude Code.
v1vJ778CW5	Edit rule
v44MDIQZct	Buy extra usage to get started
v6zzf5Fu/E	Claim your {credit}
v7iKOdJf1d	You hit your weekly Opus limit. It resets at {resetTime} on {resetDay}, or you can upgrade for higher limits.
v89OonElB8	You don’t own any Team organizations yet. Create one to get nonprofit pricing.
vCeNCCZA+t	Bash
vEq8UN/T+P	Egress credential created.
vF0faJ3D+Q	Let members keep Cowork running on their computer to work on tasks in the background. They can send instructions from any signed-in device, and Cowork can access files, apps, and websites on their computer without direct supervision.
vFSV/fXiEx	Frame it…
vFVn1aUZzi	{count, plural, one {# connector needs additional configuration. Enable it from the Connectors page.} other {# connectors need additional configuration. Enable them from the Connectors page.}}
vJI7emGfDw	How urgent is this? (optional)
vKsO0y5sme	Contact your Anthropic representative to procure additional seats, or use a tier which has enough available seats.
vN8KEpa87z	Complete {count, plural, one {# required field} other {# required fields}} in {category}
vO/fpEfAcB	Loading frames…
vO83rYMcTm	{memberName} doesn’t have any custom roles assigned. They’ll lose all role-based access until a custom role is assigned.
vQlFTyCs71	Sent on every MCP request alongside the OAuth bearer token. Values are stored securely and never shown again.
vRwo1ZXtWd	Allow using chat, projects, and artifacts.
vU5+974e6V	This is a gift subscription
vWFeomlZtp	Connector discovery
vY1mc3XjCP	Select {chatName}
vYp+pnDYOX	Load all {serverTotal, number} members
vZ6g+h2+rD	IAM Identity Center permission-set name granting bedrock:InvokeModel* on the account above.
vd4GI5V7Tx	Select a pool
vgSQNDrmBi	BedrockInference
vgWtXmfv6E	{amount} in usage credits added! When it runs out, you can add more to keep third-party apps going. <a>Manage auto-reload</a>
vhjtIjR7yP	Sign-in failed unexpectedly. Try again.
vikR8aVphg	Light code theme
vjKy2zY6Fv	Not tested
vk3nayKTSF	Industry default unless pinned
vnGeEyUHvQ	Confirm your eligibility
vnWh2lYNYA	A Windows security policy is blocking Claude's workspace
voIKOiozbh	Will be automatically disabled on {date}.
vr+XA6xjAJ	GCP credentials file path
vs/sS5UaxP	Available with a Claude Max, Team, or Enterprise plan
vst1oJkFnn	Check icon
vwGcTc9clK	No members.
w4GWnUqqmv	Hand off tasks, code with Claude, and do more from your desktop
w7oH594Ox+	Values are write-only and never shown after saving.
w8P7bOK/O0	View or manage data retention, chat and connector sharing, public projects, location metadata, and feedback collection. Manage access also enables data and audit log exports.
wAM7X1pIFa	24
wD2eJe600C	Organization and access
wEZDiW+6ZT	Your org has reached its spend limit for this month. Manage spend limit to keep going now.
wG2dpZSzTk	Org-pushed MCP servers: remote (HTTP/SSE) or local (stdio command). May embed bearer tokens.
wHChJytals	… and {more} more
wHY8kRCa7f	Reopen URL
wIpyGT+5YJ	Click to retry reconnecting
wIuoveDMgx	Run functional tests (unavailable)
wL51Js4/qx	Annotated image
wNfx2KMPrE	Something went wrong adding your usage credits. Try again or contact support.
wQRUBw9rk7	Require full VM sandbox
wSIy1+/HLg	Try sending your message again. If it keeps happening, share feedback so we can investigate.
wYUQnuzAJH	You're out of extra usage. Buy more to keep going now, or wait until {time} when your plan usage resets.
wcSMN7iBHv	This task runs during peak hours and will consume your usage limits faster.
we1m4ZIlaP	https://llm-gateway.example.com
we2rT0atUs	{count} this week
weftE7Eekg	Clear avatar
whFH9beKiB	Check that your SSH host or local proxy is reachable, then try again.
wlKRJiNFRT	Create your first agent proxy
woFlBYmlIQ	Chat memory has moved to <link>Customize</link>. Head there to manage your memories.
wqUIs/2OD5	Are you sure you want to dismiss this limit increase request from {name}? This action cannot be undone.
wsS6U0UWNv	{count} × {name}
wtC2B29FKg	Usage credits are on
wtOt83XrGz	Code notifications
wylVMYvzWU	Migrate accounts using your domain
x+MG25XWVf	Headers helper script
x/AANGatCX	Lost connection to {host}
x1ndu+SlGN	Your gift covers your next invoice.
x2gr2Tsp9/	Pick based on what your tools actually do, not what your product can do. We cross-check this against your tools' readOnlyHint / destructiveHint annotations — a mismatch will be flagged below and during review.
x3qvaC3GqD	No runs yet
x6fFkz95ZZ	Notifications won't reach your phone yet. Open Claude on your phone and allow notifications.
x8r3+rMaHq	Credential helper timeout
x92i4iwZiS	Ability to create or upload custom skills. When off, members can still use skills.
xE25u/ftbw	Anchored regex users' URLs must match.
xG20TCv+oy	Claude Code can build a prototype you can run, tweak, and launch when it's ready.
xGAsrLhA7J	Filter by category
xHHO70UFYc	PSC endpoint, if using one.
xJhxYMg+Cl	claude://cowork/shared-artifact?uuid=…
xMES0BJ8mg	Programmatic access to engagement metrics for your organization.
xNApr3Zf57	cache r
xNiJtsP+z/	Next: Configure connectors
xP4LRsHGdQ	Access the Claude Developer Platform on your behalf
xQXSrujr+1	Token name
xSxKLKg4CN	Your organization has unlimited seats. Contact support to add other seat types.
xWiIy0pAlB	Auto-populate the model picker from {url} at launch.
xXbJsopyfR	Sign out
xY1EE6Ndl5	Egress Requirements
xfnfqk+S8q	Click Sign in to open your browser, then confirm this code matches.
xjzC7lKFZe	Hide session logs
xlol5nvcMG	Override or default benchmark
xo70FAR2Eu	{cause}. Retrying now (attempt {attempt} of {maxRetries})
xovdJlXIM6	OpenTelemetry collector endpoint
xrcSnuqbsb	No limit set
xtIyoIFEkB	["mcp-server-fetch"]
xv05OlEAl+	No skill usage data for this period yet.
xwNOzKba7c	Copy remix link
xxO9Cpg9/Q	Another app wants to attach "{directory}"
xy65khgd5W	Will my billing be affected?
xyS7d891o+	A diagnostic report, only if you explicitly choose “Send to Anthropic”
xygVVMSUxn	You've used over {surpassedThresholdFormatted} of your usage credits
xzt9/sWixj	Upgrade to Max or Team
y/6sGoi9YF	Connectors & extensions
y1b/4uVGmm	Requested by your team
y2My7nx48l	Some files were too large to attach. Maximum size is 30 MB.
y3gym+4SMI	Allowed workspace folders
y4+EmLrL+h	Overrides profile and SSO when set.
y4dl3eyfcO	Shared bearer token: every org member authenticates as the same identity.
y8BcIUajBi	Source removed.
y8c8KzJEws	Shown in the model picker. Leave blank to auto-format from the ID.
yDjXz1VVzW	Disable key?
yGWqVdFHxN	Set a monthly limit for Claude usage in your organization. Note, once the org hits that limit, Claude access will be cut off for all users until the limit resets.
yHCzdpvVUS	Available for Max plans
yKjBeNZsMS	Plan ready
yKxvEwoB7Q	Disk error
yLxdX99Dsa	Will be automatically enabled on {date}.
yOxbhdKeEw	Multiple URLs
yQqK9phSTc	{seatPrice}/seat + tax. Usage cost scales with model and task.
yTIp4vi0Yk	Manage custom roles...
yUsyxi1gKs	Android Emulator
yWgQU4eQPw	sk-ant-…
yXXNM6hrp5	Auto-review failed
yad9BCPTB8	· {seats, plural, one {# seat} other {# seats}}
ybBzCL/MmO	Couldn't load your projects
ycDInRy6bx	Path prefix must start with /.
ycbPjA3Vlo	Seat fees
ycj+QgUAwI	Across projects
ye9sGm7rX3	Ship features, not lines
yew/eTvhGh	Saves to user settings (all projects)
yfrhV8/n3J	Claude Code stopped responding
ygxd+6Voo7	Run auto-review
ymK1YZvA8G	Keep going in Claude Code
yoRCkYqe0X	Revoke token
yqVxuknP4/	Path prefixes
ysWGwt3JHC	Legacy
yu6dKcgk3O	Claude Max 20x
ywnK18sC/9	The amount you paid for unused usage credits ({amount}, before tax) will also be refunded to your card.
yx8RFxCspM	I have run every tool via MCP Inspector or as a custom connector in Claude
yxNx68iDp9	Spend limits
yyIEWowL6r	Couldn't set up remote folder
z2/BwrFUvx	No model usage in this range
z3TvMLm89H	Search artifacts...
z3wu6afpSd	Limit increase requests
z52r3x+O39	Rule created.
z68HEkRUVe	Invalid domain. Use example.com, or *.example.com to match subdomains.
z8vWoohnwq	Remove "{name}" from your live artifacts? This will also revoke its share link.
z9dRCCzyuv	Claude will be able to read this file and may share its contents with third-party tools it connects to. Be careful about exposing sensitive information.
zArQLV68ud	Not at all
zB2cYFBQjl	You've reached your weekly limit. It resets {day} at {time}.
zDO7TrOPzA	This webhook is already verified. Close and refresh to see its current state.
zElqHZzItw	Write a message…
zG+cZGZk3P	Run again
zGsvZUPTo8	e.g. DD-API-KEY
zJ89XREpbw	Share details about how you were using your account to help us understand the full picture.
zNarR/5dRy	Runs on this computer
zPhYdevJ+s	Per-tool approval policy. "ask" requires user approval before each call; "allow" is the default. Use Disabled built-in tools to remove a tool entirely.
zPuIVh5KvJ	This key includes a scope that can permanently delete data across any organization under the same parent organization. Deletions cannot be undone.
zS5yI0rzXy	Bootstrap OIDC parameters
zUO6Ii5EAT	Add model
zY2DKvK5ks	Custom roles have no effect for this member
zaPxGqzW4A	Your terminal's Claude Code session stopped responding. Check your terminal for errors, then resend your message.
zb0N8OFkqA	<bold>Act without asking is on.</bold> Claude works, uses connectors, browses the web, and controls apps on your computer without pausing for approval. You can turn off individual connectors in the Add menu. <link>See safe use tips</link>
zbNxSYpKvR	View server
zbnAhr8BKq	Canceling will immediately remove your {productName} access. Your last unpaid invoice will no longer be due and recurring billing will stop. You may resubscribe at any time.
zd6kBu7o9f	Test connection is not available for local (stdio) servers.
zg1AOLkMMN	Your org is out of extra usage. Buy more to keep going now, or wait until {time} when your plan usage resets.
zgMsosqNrx	Authorization
zgUY6lOy4t	Public: {keys}
zgsfe3qspj	Upload CSV of email addresses
zu9kMqfe1c	No messages yet
zx7mbcAENI	This capability is enabled but its required capability Claude Code is not.
zysx6rea8c	No instances heartbeating yet. Deploy the proxy with the registration secret.
